Area Abbrv,Division,Department Name,Fund,Department,Acct Type,Account Name,CurrYrOrigSep,CurrYrOrigOct,CurrYrOrigNov,CurrYrOrigDec,CurrYrOrigJan,CurrYrOrigFeb,CurrYrOrigMar,CurrYrOrigApr,CurrYrOrigMay,CurrYrOrigJun,CurrYrOrigJul,CurrYrOrigAug,CurrYrOrigYrTotal,CurrYrAdjSep,CurrYrAdjOct,CurrYrAdjNov,CurrYrAdjDec,CurrYrAdjJan,CurrYrAdjFeb,CurrYrAdjMar,CurrYrAdjApr,CurrYrAdjMay,CurrYrAdjJun,CurrYrAdjJul,CurrYrAdjAug,CurrYrAdjYrTotal,CurrYrActualsSep,CurrYrActualsOct,CurrYrActualsNov,CurrYrActualsDec,CurrYrActualsJan,CurrYrActualsFeb,CurrYrActualsMar,CurrYrActualsApr,CurrYrActualsMay,CurrYrActualsJun,CurrYrActualsJul,CurrYrActualsAug,CurrYrActualsYrTotal,PrevYrActualsSep,PrevYrActualsOct,PrevYrActualsNov,PrevYrActualsDec,PrevYrActualsJan,PrevYrActualsFeb,PrevYrActualsMar,PrevYrActualsApr,PrevYrActualsMay,PrevYrActualsJun,PrevYrActualsJul,PrevYrActualsAug,PrevYrActualsYrTotal
VPI,WestWay Center,Criminal Justice,F10 - Operating,0503102706 - Criminal Justice,6,64 - Pool-PT Admin/Supp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VPI,WestWay Center,Criminal Justice,F10 - Operating,0503102706 - Criminal Justice,6,65 - Staff Benefits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VPI,WestWay Center,Criminal Justice,F10 - Operating,0503102706 - Criminal Justice,6,66 - Pool-Other Employee Benefits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VPI,WestWay Center,Dean: Westway Center,F10 - Operating,0503000001 - Dean: Westway Center,6,63 - Pool-FT Admin/Supp,23114,23114,23114,23114,23114,23114,23114,23114,23114,23114,23114,23118,277372,23597,23597,23597,23597,23597,23597,23597,23597,22625,23597,23597,23585,282180,23596,23596,23596,23596,23596,23596,23596,23596,22624,23164.0,23099.2,23034.4,211392,23114,23114,23114,23114,23114,23114,23114,23114,23114,23114,22414,21018,274576
VPI,WestWay Center,Dean: Westway Center,F10 - Operating,0503000001 - Dean: Westway Center,6,64 - Pool-PT Admin/Supp,1791,1706,1791,1535,1301,1620,1450,1706,1706,1791,1301,1863,19561,1815,1738,1824,1562,1335,1652,1489,1742,1738,1823,1333,1933,19984,1026,1678,1636,1498,648,1643,1846,1495,1336,1527.5555555555557,1548.4888888888888,1569.4222222222222,12805,1134,1620,1620,1653,1711,1164,0,384,1464,1570,1211,3097,16629
VPI,WestWay Center,Dean: Westway Center,F10 - Operating,0503000001 - Dean: Westway Center,6,65 - Staff Benefits,3636,3634,3636,3629,3622,3631,3626,3634,3634,3636,3622,3639,43579,3715,3713,3715,3708,3701,3710,3705,3713,3713,3715,3701,3737,44546,2851,3598,3227,3299,3199,3257,3241,3241,3177,3250.472222222222,3254.1222222222223,3257.772222222222,29091,3492,3499,3125,3139,3127,3124,3110,3262,3392,3323,3196,2898,38685
VPI,WestWay Center,Dean: Westway Center,F10 - Operating,0503000001 - Dean: Westway Center,6,66 - Pool-Other Employee Benefits,232,232,232,232,232,232,232,232,232,232,232,232,2784,232,232,232,232,232,232,232,232,232,232,232,232,2784,230,228,215,215,254,245,238,227,221,233.41666666666666,234.03333333333333,234.65,2072,231,218,206,218,252,258,241,224,222,214,225,213,2722
VPI,WestWay Center,Dean: Westway Center,F10 - Operating,0503000001 - Dean: Westway Center,7,72 - Pool-Travel,0,0,0,0,0,25,25,25,25,25,25,0,150,0,0,0,0,0,25,25,25,-125,25,25,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VPI,WestWay Center,Dean: Westway Center,F10 - Operating,0503000001 - Dean: Westway Center,7,73 - Pool-Other Oper,0,500,0,250,0,0,500,0,0,0,300,0,1550,0,500,0,250,0,1447,500,0,1150,0,300,0,4147,191,199,0,96,371,-150,2000,319,306,751.3888888888889,827.6222222222223,903.8555555555556,3333,0,0,0,0,0,0,0,0,0,419,5,0,424
VPI,WestWay Center,Dean: Westway Center,F10 - Operating,0503000001 - Dean: Westway Center,7,74 - Pool-Monthly Chgs,0,0,250,0,0,0,1250,0,0,0,0,0,1500,0,0,250,0,0,0,1250,0,-1000,0,0,0,500,1,0,0,0,152,0,0,81,265,163.69444444444446,185.34444444444446,206.99444444444444,499,0,0,0,0,0,395,0,0,0,0,1,0,396
VPI,WestWay Center,English,F10 - Operating,0503100001 - English,6,61 - Pool Faculty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VPI,WestWay Center,English,F10 - Operating,0503100001 - English,6,62 - Pool-PT Faculty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VPI,WestWay Center,English,F10 - Operating,0503100001 - English,6,63 - Pool-FT Admin/Supp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VPI,WestWay Center,English,F10 - Operating,0503100001 - English,6,64 - Pool-PT Admin/Supp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VPI,WestWay Center,English,F10 - Operating,0503100001 - English,6,65 - Staff Benefits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VPI,WestWay Center,English,F10 - Operating,0503100001 - English,6,66 - Pool-Other Employee Benefits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VPI,WestWay Center,Graph Arts/Video,F10 - Operating,0503150303 - Graph Arts/Video,6,61 - Pool Faculty,16411,17167,17545,15529,16285,16593,16439,17363,16285,13513,13513,13519,190162,16857,17613,17991,15508,16566,17093,16939,17863,16676,13794,13794,13803,194497,15031,15031,15031,15031,13933,18691,18691,18691,16312,18528.333333333336,18979.733333333334,19431.133333333335,146440,16614,17314,17314,15414,13514,17364,18204,19044,19044,13514,13514,13514,194363
VPI,WestWay Center,Graph Arts/Video,F10 - Operating,0503150303 - Graph Arts/Video,6,62 - Pool-PT Faculty,6552,7560,7308,3780,294,7938,7938,8526,4704,2618,3157,1925,62300,5862,6702,6492,3127,294,8322,8322,8910,14896,2762,3301,1990,70980,8967,8967,8967,8967,0,10248,10248,10248,5124,7330.166666666668,7202.0666666666675,7073.966666666668,71736,8600,8600,8600,4300,0,8400,8400,8400,8400,4480,4480,2240,74900
VPI,WestWay Center,Graph Arts/Video,F10 - Operating,0503150303 - Graph Arts/Video,6,64 - Pool-PT Admin/Supp,861,820,861,545,236,779,697,820,615,0,0,0,6234,871,835,875,557,236,789,715,835,630,7,0,1,6351,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VPI,WestWay Center,Graph Arts/Video,F10 - Operating,0503150303 - Graph Arts/Video,6,65 - Staff Benefits,2766,2912,2965,2537,2540,2833,2807,2972,2684,2173,2189,2153,31531,2822,2968,3021,2566,2579,2891,2866,3030,2732,2216,2232,2203,32126,2135,2574,2358,2320,1767,2595,2580,2585,2173,2418.333333333333,2433.3999999999996,2448.4666666666667,21087,2649,2454,2705,2291,1959,2528,2598,2633,2630,2122,2120,1958,28647
VPI,WestWay Center,Graph Arts/Video,F10 - Operating,0503150303 - Graph Arts/Video,6,66 - Pool-Other Employee Benefits,1,1,1,1,1,1,1,1,1,1,1,1,12,1,1,1,1,1,1,1,1,1,1,1,1,12,33,32,32,32,44,53,44,43,27,42.27777777777778,43.17777777777778,44.07777777777778,338,29,27,27,22,44,54,43,43,39,29,27,22,403
VPI,WestWay Center,Graph Arts/Video,F10 - Operating,0503150303 - Graph Arts/Video,7,71 - Pool-Services,700,700,700,700,700,700,700,700,700,700,700,700,8400,700,700,700,700,700,700,700,700,700,700,700,700,8400,0,0,1455,0,0,0,727,2182,2182,1878.8333333333335,2109.1333333333337,2339.433333333334,6547,0,0,0,0,713,0,0,0,0,0,2182,2182,5078
VPI,WestWay Center,Graph Arts/Video,F10 - Operating,0503150303 - Graph Arts/Video,7,73 - Pool-Other Oper,100,0,0,0,100,0,0,0,100,0,0,0,300,100,0,0,0,100,0,0,0,700,0,0,0,900,0,0,0,0,19,95,112,29,94,103.94444444444446,116.97777777777779,130.01111111111112,349,0,0,0,0,0,0,0,0,10,0,0,0,10
VPI,WestWay Center,Graph Arts/Video,F10 - Operating,0503150303 - Graph Arts/Video,7,74 - Pool-Monthly Chgs,0,0,0,0,250,250,0,0,0,0,0,0,500,0,0,0,0,250,250,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,0,0,0,0,0,257,0,0,0,0,0,0,257
VPI,WestWay Center,Mathematics,F10 - Operating,0503100301 - Mathematics,6,61 - Pool Faculty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
VPI,WestWay Center,Mathematics,F10 - Operating,0503100301 - Mathematics,6,62 - Pool-PT Faculty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
VPI,WestWay Center,Mathematics,F10 - Operating,0503100301 - Mathematics,6,63 - Pool-FT Admin/Supp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
VPI,WestWay Center,Mathematics,F10 - Operating,0503100301 - Mathematics,6,64 - Pool-PT Admin/Supp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
VPI,WestWay Center,Mathematics,F10 - Operating,0503100301 - Mathematics,6,65 - Staff Benefits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
VPI,WestWay Center,Mathematics,F10 - Operating,0503100301 - Mathematics,6,66 - Pool-Other Employee Benefits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
VPI,WestWay Center,Multimedia,F10 - Operating,0503150304 - Multimedia,6,61 - Pool Faculty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0,0,0,0,0,0,0,384,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VPI,WestWay Center,Multimedia,F10 - Operating,0503150304 - Multimedia,6,62 - Pool-PT Faculty,4368,5040,4872,2520,126,3402,3402,3654,2016,0,0,0,29400,3276,3780,3654,2466,126,3512,3512,3764,2071,0,0,-1,26160,915,915,2745,2745,0,3555,3555,3555,1778,3346.0555555555557,3576.0888888888885,3806.1222222222223,19764,4500,4500,2400,1200,0,2100,2100,2100,2100,0,0,0,21000
VPI,WestWay Center,Multimedia,F10 - Operating,0503150304 - Multimedia,6,65 - Staff Benefits,131,151,146,76,4,102,102,110,60,0,0,0,882,131,151,146,105,4,105,105,113,62,0,0,1,923,59,59,174,174,0,108,108,108,54,87.8611111111111,86.67777777777776,85.49444444444444,844,137,137,73,37,0,64,64,64,64,0,0,0,640
VPI,WestWay Center,Multimedia,F10 - Operating,0503150304 - Multimedia,6,66 - Pool-Other Employee Benefits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,21,21,0,7,7,7,4,4.138888888888886,3.12222222222222,2.1055555555555525,84,2,0,0,0,0,4,4,4,4,0,0,0,19
VPI,WestWay Center,Prof Office Tech,F10 - Operating,0503150002 - Prof Office Tech,6,62 - Pool-PT Faculty,1820,2100,2030,1050,70,1890,1890,2030,1120,0,0,0,14000,1911,2191,2121,1096,70,1981,1981,2121,1166,0,0,2,14640,1830,1830,1830,1830,0,2091,2091,2091,1046,1495.7222222222222,1469.5555555555557,1443.388888888889,14640,2000,2000,2000,1000,0,1750,1750,1750,1750,0,0,0,14000
VPI,WestWay Center,Prof Office Tech,F10 - Operating,0503150002 - Prof Office Tech,6,65 - Staff Benefits,55,63,61,32,2,57,57,61,34,0,0,0,422,58,66,64,33,2,60,60,64,35,0,0,-1,441,56,56,56,56,0,64,64,64,32,45.77777777777778,44.977777777777774,44.17777777777778,447,61,61,61,31,0,53,53,53,53,0,0,0,427
VPI,WestWay Center,Prof Office Tech,F10 - Operating,0503150002 - Prof Office Tech,6,66 - Pool-Other Employee Benefits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,4,2,3.333333333333334,3.6000000000000005,3.866666666666667,19,4,0,0,0,0,4,4,4,4,0,0,0,18
VPI,WestWay Center,Radio & TV,F10 - Operating,0503151501 - Radio & TV,6,61 - Pool Faculty,6225,6225,6225,6225,6225,6225,6225,6225,6225,6225,6225,6221,74696,6333,6333,6333,6333,6333,6333,6333,6333,6333,6333,6333,6327,75990,6333,6333,6333,6333,6333,6333,6333,6333,6333,6333.0,6333.0,6333.0,56993,5393,5393,5393,5393,5393,5393,5393,5393,5393,5393,5393,5393,64712
VPI,WestWay Center,Radio & TV,F10 - Operating,0503151501 - Radio & TV,6,62 - Pool-PT Faculty,5096,5880,5684,2940,252,6804,6804,7308,4032,0,0,0,44800,5439,6223,5931,2711,252,7133,7133,7637,-5803,0,0,0,36656,7320,7320,5124,5124,0,3765,3765,3765,1882,1188.2777777777783,580.0444444444447,-28.18888888888887,38064,5600,5600,5600,2800,0,4091,4091,4091,4091,0,0,0,35963
VPI,WestWay Center,Radio & TV,F10 - Operating,0503151501 - Radio & TV,6,64 - Pool-PT Admin/Supp,990,942,990,627,271,895,801,942,707,0,0,0,7165,1002,960,1004,641,275,909,822,958,723,7,0,0,7301,469,818,819,745,0,228,228,0,0,-134.97222222222229,-235.45555555555552,-335.93888888888887,3307,321,588,532,605,128,427,851,499,507,185,0,-115,4528
VPI,WestWay Center,Radio & TV,F10 - Operating,0503151501 - Radio & TV,6,65 - Staff Benefits,1147,1170,1165,1072,981,1196,1193,1212,1107,965,965,964,13137,1174,1198,1189,1082,998,1223,1221,1239,1129,982,982,981,13398,1132,1348,1180,1218,895,1121,1113,1110,1001,1001.8055555555555,977.3222222222222,952.8388888888888,10118,1173,1182,1180,1028,858,1070,1091,1075,1074,859,853,845,12289
VPI,WestWay Center,Radio & TV,F10 - Operating,0503151501 - Radio & TV,6,66 - Pool-Other Employee Benefits,1,1,1,1,1,1,1,1,1,1,1,1,12,1,1,1,1,1,1,1,1,1,1,1,1,12,17,14,12,10,21,22,16,16,12,16.055555555555557,16.155555555555555,16.255555555555556,138,11,9,9,9,19,24,18,17,17,9,8,8,161
VPI,WestWay Center,Radio & TV,F10 - Operating,0503151501 - Radio & TV,7,73 - Pool-Other Oper,0,0,300,0,0,0,0,0,300,0,0,0,600,0,0,300,0,0,0,0,0,-300,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VPI,WestWay Center,Sftwr/Prog/Scrty,F10 - Operating,0503150302 - Sftwr/Prog/Scrty,6,61 - Pool Faculty,33823,36466,37788,30739,30873,31671,31272,33666,30873,27219,26715,25530,376635,23956,26639,27873,21040,21166,21783,21330,23751,20958,27637,27143,25893,289169,16292,16919,16919,16919,13834,15089,16004,16919,15377,15420.222222222223,15298.222222222223,15176.222222222223,144272,16334,18375,17500,15459,16217,16800,16334,15867,15867,16450,16100,15750,197053
VPI,WestWay Center,Sftwr/Prog/Scrty,F10 - Operating,0503150302 - Sftwr/Prog/Scrty,6,62 - Pool-PT Faculty,40884,46999,45471,24067,2733,44302,44302,47501,26715,15177,18068,11460,367679,43490,48584,47426,30687,9410,53195,52764,56483,35020,15806,18830,11907,423602,31108,40407,41613,37866,6797,52754,52205,51656,25911,41898.91666666667,42716.100000000006,43533.28333333334,340319,41376,56924,54214,26234,3500,41825,38617,40689,38049,17733,12133,10033,381328
VPI,WestWay Center,Sftwr/Prog/Scrty,F10 - Operating,0503150302 - Sftwr/Prog/Scrty,6,65 - Staff Benefits,6469,7062,7221,5487,4867,6238,6176,6643,5587,4674,4683,4301,69408,6555,7158,7315,5590,4915,6346,6271,6753,5677,4736,4749,4361,70426,3359,4350,4266,4306,2390,4583,4488,4540,3281,4033.0277777777774,4049.3444444444444,4065.661111111111,35563,3981,4951,4841,3441,2453,4342,4188,3975,4073,3221,2877,2737,45079
VPI,WestWay Center,Sftwr/Prog/Scrty,F10 - Operating,0503150302 - Sftwr/Prog/Scrty,6,66 - Pool-Other Employee Benefits,1,1,1,1,1,1,1,1,1,1,1,1,12,1,1,1,1,1,1,1,1,1,1,1,1,12,64,78,78,60,73,167,150,146,76,141.02777777777777,149.41111111111113,157.79444444444448,893,74,101,101,58,76,147,131,129,120,60,32,29,1057
VPI,WestWay Center,Sftwr/Prog/Scrty,F10 - Operating,0503150302 - Sftwr/Prog/Scrty,7,71 - Pool-Services,2220,2220,2220,2220,2220,2220,2220,2220,2220,2220,2220,2220,26640,2220,2220,2220,2220,2220,2220,2220,2220,2220,2220,2220,2220,26640,4440,2220,2220,2220,2220,2220,2220,2220,2220,1726.6666666666665,1578.6666666666665,1430.6666666666665,22200,0,4440,2220,2220,2220,2220,2220,2220,2220,2220,2220,0,24420
VPI,WestWay Center,Sftwr/Prog/Scrty,F10 - Operating,0503150302 - Sftwr/Prog/Scrty,7,74 - Pool-Monthly Chgs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VPI,WestWay Center,Speech,F10 - Operating,0503101201 - Speech,6,61 - Pool Faculty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
VPI,WestWay Center,Speech,F10 - Operating,0503101201 - Speech,6,62 - Pool-PT Faculty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
VPI,WestWay Center,Speech,F10 - Operating,0503101201 - Speech,6,63 - Pool-FT Admin/Supp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
VPI,WestWay Center,Speech,F10 - Operating,0503101201 - Speech,6,64 - Pool-PT Admin/Supp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
VPI,WestWay Center,Speech,F10 - Operating,0503101201 - Speech,6,65 - Staff Benefits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
VPI,WestWay Center,Speech,F10 - Operating,0503101201 - Speech,6,66 - Pool-Other Employee Benefits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
VPSS,Dean Student Services,Admissions,F10 - Operating,0500000030 - Admissions,6,63 - Pool-FT Admin/Supp,3993,3993,3993,3993,3993,3993,3993,3993,3993,3993,3993,3998,47921,0,0,3416,4421,4421,4421,4421,4421,4421,4421,4421,4426,43210,0,0,3416,4421,4421,4421,4421,4421,4421,6073.305555555556,6622.588888888889,7171.872222222223,29942,3993,3993,3993,3993,3993,3993,3993,3993,3993,3993,3993,2163,46091
VPSS,Dean Student Services,Admissions,F10 - Operating,0500000030 - Admissions,6,64 - Pool-PT Admin/Supp,7020,9132,9132,7020,7020,7020,9132,9132,12612,12612,12612,14932,117376,7168,9342,9357,7213,7245,7217,9414,-14670,47773,12800,12806,39426,155091,7879,10715,10005,9792,9930,12935,11679,7578,9547,10319.333333333334,10381.866666666667,10444.4,90059,6434,7291,8048,7745,8826,9944,11399,7527,7035,7398,8976,21701,112323
VPSS,Dean Student Services,Admissions,F10 - Operating,0500000030 - Admissions,6,65 - Staff Benefits,830,893,893,830,830,830,893,893,997,997,997,1068,10951,834,899,900,836,837,836,901,899,1004,1003,1003,1083,11035,224,300,471,1032,1007,1094,1084,959,847,1259.5277777777778,1355.477777777778,1451.427777777778,7018,823,830,696,839,710,896,941,833,817,827,875,1122,10210
VPSS,Dean Student Services,Admissions,F10 - Operating,0500000030 - Admissions,6,66 - Pool-Other Employee Benefits,40,40,40,40,40,40,40,40,40,40,40,40,480,40,40,40,40,40,40,40,40,40,40,40,40,480,10,13,53,65,68,79,69,59,63,86.22222222222223,92.82222222222222,99.42222222222222,479,46,45,43,42,60,68,65,55,54,55,58,61,653
VPSS,Dean Student Services,Admissions,F10 - Operating,0500000030 - Admissions,7,72 - Pool-Travel,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,11,0,0,0,0,0,0,-0.6111111111111116,-0.9777777777777787,-1.3444444444444459,11,0,0,0,0,0,0,0,0,0,0,0,0,0
VPSS,Dean Student Services,Admissions,F10 - Operating,0500000030 - Admissions,7,73 - Pool-Other Oper,0,0,0,0,0,0,0,0,0,0,0,5000,5000,0,0,0,0,0,0,0,0,0,0,0,5000,5000,0,0,0,0,0,0,240,179,1800,931.3055555555558,1068.255555555556,1205.2055555555557,2219,0,0,0,0,0,0,0,0,0,0,0,1599,1599
VPSS,Dean Student Services,Admissions,F10 - Operating,0500000030 - Admissions,7,74 - Pool-Monthly Chgs,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,4,1,3,-2,0,1,3,0,66,2,24.888888888888893,28.22222222222222,31.555555555555557,74,0,0,0,0,0,148,0,0,0,0,83,0,231
VPSS,Dean Student Services,Advising,F10 - Operating,0500000029 - Advising,6,63 - Pool-FT Admin/Supp,116138,116138,116138,116138,116138,116138,116138,116138,116138,116138,116138,116094,1393612,95325,95268,99799,100641,106129,107097,114025,114025,111286,119293,119293,119214,1301395,95166,95262,99793,100634,106122,107090,114018,114018,111279,117789.05555555556,120382.82222222222,122976.58888888889,943380,101198,101375,101375,109328,109328,109328,109328,109328,109328,109328,105640,98482,1273365
VPSS,Dean Student Services,Advising,F10 - Operating,0502000009 - Advising,6,63 - Pool-FT Admin/Supp,8964,8964,8964,8964,8964,8964,8964,8964,8964,8964,8964,8970,107574,4761,4761,8574,8574,8574,8574,8574,8574,8574,9057,9057,9067,96721,4761,4761,8575,8575,8575,8575,8575,8575,8575,9952.277777777777,10397.244444444445,10842.211111111112,69546,8965,8965,8965,8965,8965,8965,8965,8965,8965,8965,8965,5957,104567
VPSS,Dean Student Services,Advising,F10 - Operating,0500000029 - Advising,6,64 - Pool-PT Admin/Supp,10575,10575,10575,10575,10575,10575,10575,10575,10575,10575,10575,11967,128292,10721,10767,10757,10737,10757,10752,10753,-30012,52807,10740,10766,53044,172589,7002,9987,12094,10539,10245,12787,14454,9512,11419,12827.472222222224,13214.322222222225,13601.172222222223,98039,5465,8059,9650,8575,9819,9654,8877,6078,7929,8966,8896,21618,113586
VPSS,Dean Student Services,Advising,F10 - Operating,0500000029 - Advising,6,65 - Staff Benefits,18319,18319,18319,18319,18319,18319,18319,18319,18319,18319,18319,18354,219863,18635,18637,18636,18636,18636,18636,18636,18636,18636,18636,18637,18681,223678,15157,19799,17643,17795,18223,18590,19751,20570,20533,21075.77777777778,21556.244444444445,22036.71111111111,168061,18840,19020,19128,20420,20414,20354,20576,20338,20910,20884,20696,19303,240884
VPSS,Dean Student Services,Advising,F10 - Operating,0502000009 - Advising,6,65 - Staff Benefits,1389,1389,1389,1389,1389,1389,1389,1389,1389,1389,1389,1390,16669,1404,1404,1404,1404,1404,1404,1404,1404,1404,1404,1404,1410,16854,607,750,1196,1217,1273,1281,1236,1201,1235,1444.75,1511.5666666666668,1578.3833333333337,9996,1401,1364,1429,1470,1506,1373,1418,1443,1441,1504,1503,915,16767
VPSS,Dean Student Services,Advising,F10 - Operating,0500000029 - Advising,6,66 - Pool-Other Employee Benefits,1161,1161,1161,1161,1161,1161,1161,1161,1161,1161,1161,1161,13932,1161,1161,1161,1161,1161,1161,1161,1161,1161,1161,1161,1161,13932,955,953,1016,1025,1302,1318,1265,1177,1150,1315.9166666666667,1353.3,1390.6833333333334,10160,1010,1014,1016,1105,1325,1330,1190,1111,1113,1125,1077,1053,13470
VPSS,Dean Student Services,Advising,F10 - Operating,0502000009 - Advising,6,66 - Pool-Other Employee Benefits,91,91,91,91,91,91,91,91,91,91,91,91,1092,91,91,91,91,91,91,91,91,91,91,91,91,1092,48,48,77,77,103,102,84,77,81,98.94444444444446,103.24444444444445,107.54444444444445,696,87,77,81,85,108,95,81,83,83,90,90,59,1018
VPSS,Dean Student Services,Advising,F10 - Operating,0500000029 - Advising,7,71 - Pool-Services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5802,0,0,0,5802,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
